code_ISIN,nom_du_produit,emetteur_du_produit,date_emission,date_remboursement,mention_complexite,montant_minimum_investissement,niveau_garantie,niveau_barriere_desactivante,niveau_risque,produit_sous_jacent,nature_sous_jacent,code_ISIN_sous_jacent,frais_ponctuels_entree,frais_ponctuels_sortie_echeance,frais_ponctuels_sortie_anticipee,frais_recurrents,frais_accessoires,performance_tension,performance_maximale,espérance_maximale_rendement,date_actualisation,resume_mecanisme,resume_detaille_mecanisme,complexite_gpt
XS1816890997,3Y Bullish Note,BNP Paribas Issuance B.V.,2018-11-23,2023-11-02,Oui,,0.0,0,2,Panier composé d'actions sous-jacentes,"Certificat, titre de créance négociable",,0.5%,0.5%,0.5%,0.0%,,-0.35%,21.08%,,2024-02-28,"• Rendement basé sur la performance d'un panier composé d'actions sous-jacentes.
• À l'échéance :
 1. Si la Valeur finale du Panier est supérieur(e) ou égal(e) à 100% : un montant équivalent à la Valeur nominale, augmenté de 58,5% de la Performance du Panier.
 2. Si la Valeur finale du Panier est inférieur(e) à 100% : un montant équivalent à la Valeur nominale, diminué de la Performance du Panier. Cependant, le paiement minimum sera de 90% de la Valeur nominale.","Le produit 3Y Bullish Note est un certificat émis par BNP Paribas, indexé sur la performance d'un panier composé d'actions sous-jacentes. À l'échéance, le paiement dépend de la performance du panier, avec un paiement minimum garanti de 90% de la Valeur nominale en cas de performance inférieure à 100%. Le produit est classé 2 sur 7 en termes de risque, indiquant un niveau de risque faible. Les frais d'entrée et de sortie sont de 0.5%. Ce produit est considéré comme complexe en raison de sa structure conditionnelle et de sa dépendance à la performance du panier d'actions sous-jacentes.",moyenne
FR5272AB0312,Produit (sous forme de titre de créance) Phoenix avec remboursement par anticipation et barrière de 3 ans et 5 mois lié à l'indice EURO STOXX 50® Index (Price EUR) («Objectif Europe Juillet 2023»),Goldman Sachs Finance Corp International Ltd,2023-06-06,2027-08-09,Oui,1000.0,0.0,0.4,1,EURO STOXX 50® Index (Price EUR),Indice,,0.0,0.0,1.0%,0.2%,,-17.1%,5.9%,,2024-02-28,"• Titre de créance de droit français lié à l'indice EURO STOXX 50® Index (Price EUR).
• Génère des intérêts liés à la performance de l'actif sous-jacent.
• Remboursement par anticipation possible en fonction de la performance de l'actif sous-jacent.
• Remboursement à l'échéance dépend de la performance de l'actif sous-jacent par rapport à une barrière.
• Possibilité de résiliation anticipée en cas d'événements exceptionnels.",Le produit (sous forme de titre de créance) Phoenix avec remboursement par anticipation et barrière de 3 ans et 5 mois est émis par Goldman Sachs Finance Corp International Ltd. Il est lié à l'indice EURO STOXX 50® Index (Price EUR) et génère des intérêts en fonction de la performance de l'actif sous-jacent. Le remboursement à l'échéance dépend de la performance de l'actif sous-jacent par rapport à une barrière prédéfinie. Une résiliation anticipée est possible en cas d'événements exceptionnels. Le produit est classé dans la classe de risque la plus basse (1 sur 7) et ne garantit pas de protection contre les pertes en cas de mouvements sur les marchés. Sa complexité est considérée comme moyenne en raison de sa structure conditionnelle et de sa dépendance à la performance de l'actif sous-jacent.,moyenne
XS2482695371,Phoenix avec remboursement par anticipation et barrière de 9 ans et 5 mois lié à l'indice Euronext G Stellantis 020522 Decrement 1.20,Goldman Sachs Finance Corp International Ltd,2023-06-22,2033-08-08,Oui,1000.0,0.0,1.20,1,Euronext G Stellantis 020522 Decrement 1.20,Indice,,0.0,0.0,1.0%,0.8%,,3.1%,3.1%,,2024-02-28,"• Titre de créance de droit anglais.
• Génère des intérêts liés à la performance de l'actif sous-jacent.
• Durée déterminée jusqu'au 8 août 2033, avec possibilité de remboursement par anticipation.
• Rendement dépend de la performance de l'indice Euronext G Stellantis 020522 Decrement 1.20.
• Intérêts conditionnels si cours de clôture de l'actif sous-jacent ≥ 9,6631693 EUR.
• Remboursement par anticipation si cours de clôture de l'actif sous-jacent ≥ barrière de remboursement.
• Remboursement à l'échéance dépend de la performance de l'actif sous-jacent.","Le produit Phoenix avec remboursement par anticipation et barrière de 9 ans et 5 mois est un titre de créance émis par Goldman Sachs Finance Corp International Ltd, lié à l'indice Euronext G Stellantis 020522 Decrement 1.20. Il génère des intérêts conditionnels liés à la performance de l'actif sous-jacent et a une durée déterminée jusqu'au 8 août 2033, avec possibilité de remboursement par anticipation. Le rendement dépend de la performance de l'indice, avec des intérêts conditionnels si le cours de clôture de l'actif sous-jacent atteint un certain seuil. Le remboursement par anticipation est possible si le cours de clôture de l'actif sous-jacent atteint ou dépasse la barrière de remboursement. Le remboursement à l'échéance dépend également de la performance de l'actif sous-jacent. Le produit est classé dans la classe de risque la plus basse (1 sur 7), indiquant un niveau de risque très faible.",moyenne
FR1459AB0530,Produit (sous forme de titre de créance) de remboursement par anticipation avec barrière de 11 ans et 7 mois lié à l'indice EURO iSTOXX® 50 Equal Weight NR Decrement 5%,Goldman Sachs Finance Corp International Ltd,2023-07-20,2035-10-09,Oui,1000.0,0.0,0.0,5,EURO iSTOXX® 50 Equal Weight NR Decrement 5%,Indice,,0.0,0.0,1.0,,,-56.8%,3.8%,,2024-02-28,"• Titre de créance de droit français sans intérêts.
• Durée jusqu'au 9 octobre 2035, avec possibilité de remboursement par anticipation.
• Rendement basé sur la performance de l'indice EURO iSTOXX® 50 Equal Weight NR Decrement 5%.
• Le produit ne prévoit pas de protection contre les aléas de marché, ce qui peut entraîner une perte totale de l'investissement.","Le produit (sous forme de titre de créance) de remboursement par anticipation avec barrière de 11 ans et 7 mois lié à l'indice EURO iSTOXX® 50 Equal Weight NR Decrement 5% est un titre de créance de droit français émis par Goldman Sachs Finance Corp International Ltd. Il offre un potentiel d'appréciation du capital sans générer d'intérêts, avec une durée jusqu'au 9 octobre 2035 et la possibilité de remboursement par anticipation. Le rendement dépend de la performance de l'indice sous-jacent, sans garantie de protection contre les aléas de marché, ce qui expose l'investisseur au risque de perte totale de l'investissement. Le produit est classé 5 sur 7 en termes de risque, indiquant un niveau de risque moyen à élevé.",moyenne
XS2080931343,Produit (sous forme de titre de créance) de remboursement par anticipation avec barrière de 9 ans et 4 mois lié à l'indice EURONEXT G SOCIETE GENERALE 010622 DECREMENT 1.65 INDEX,Goldman Sachs Finance Corp International Ltd,2023-04-20,2033-06-30,Oui,1000.0,0.0,0.0,6,EURONEXT G SOCIETE GENERALE 010622 DECREMENT 1.65 INDEX,Indice,,0.0,0.0,0.9,0.2,,-99.1,17.1,6.1,2024-02-28,"• Titre de créance de droit anglais sans intérêts.
• Durée déterminée jusqu'au 30 juin 2033, avec possibilité de remboursement par anticipation.
• Rendement basé sur la performance de l'indice EURONEXT G SOCIETE GENERALE 010622 DECREMENT 1.65 INDEX, ajusté en fonction des dividendes et d'un décrément prédéfini.
• Possibilité de remboursement par anticipation en fonction de la performance de l'actif sous-jacent.
• Aucune protection contre les aléas de marché, risque de perte en capital.","Le produit (sous forme de titre de créance) de remboursement par anticipation avec barrière de 9 ans et 4 mois est émis par Goldman Sachs Finance Corp International Ltd. Il est lié à l'indice EURONEXT G SOCIETE GENERALE 010622 DECREMENT 1.65 INDEX et offre un potentiel d'appréciation du capital sans générer d'intérêts. La durée du produit est fixée jusqu'au 30 juin 2033, avec la possibilité de remboursement par anticipation en fonction de la performance de l'actif sous-jacent. Le produit présente un niveau de risque élevé (6 sur 7) et aucun niveau de garantie. Sa complexité est élevée en raison de l'ajustement de la performance de l'indice en fonction des dividendes et d'un décrément prédéfini, ainsi que du risque de perte en capital.",complexe
FR001400FNF0,Produit (sous forme de titre de créance) de remboursement par anticipation avec barrière de 4 ans et 2 mois lié à Engie,Goldman Sachs Finance Corp International Ltd,2023-02-14,2028-05-08,Oui,1000.0,0.0,0.6,6,Engie (ISIN: FR0010208488),Action,FR0010208488,0.0,0.0,3.2,0.2,Non,-66.3%,11.8%,11.8%,2024-02-28,"• Titre de créance de droit français sans intérêts.
• Remboursement par anticipation basé sur la performance de l'actif sous-jacent Engie.
• Remboursement à l'échéance dépendant de la performance de l'actif sous-jacent par rapport à la barrière.
• Possibilité de résiliation anticipée en cas d'événements exceptionnels.","Le produit est un titre de créance de droit français émis par Goldman Sachs Finance Corp International Ltd, sans génération d'intérêts, avec une garantie de paiement par The Goldman Sachs Group, Inc. Il offre un potentiel d'appréciation du capital basé sur la performance des actions ordinaires de Engie. Le remboursement à l'échéance dépend de la performance de l'actif sous-jacent par rapport à la barrière. Le produit est classé 6 sur 7 sur l'indicateur de risque, indiquant un niveau de risque élevé. Ce produit est considéré comme complexe en raison de sa structure conditionnelle, du risque de perte du capital, et de la dépendance à la performance d'un actif sous-jacent spécifique, en plus d'un indicateur de risque élevé.",complexe
FR0014005F75,ATHENA ATLANTIQUE,Natixis Structured Issuance,2021-09-14,2031-10-29,Oui,1000 EUR,0.0,70%,5,"Credit Agricole S.A., Intel Corp, Daimler AG, AbbVie Inc, Citigroup Inc, Engie SA, BASF SE, Morgan Stanley, Bayerische Motoren Werke AG, QUALCOMM Inc",Diversifié,Diversifié,0.60%,0.00%,0.00%,0.00%,Non applicable,-82.29%,5.98%,2.18%,2024-02-28,"Le produit ATHENA ATLANTIQUE est un titre de créance complexe émis par Natixis Structured Issuance, avec une durée de 10 ans. Il offre des paiements d'intérêt conditionnels en échange du risque de perte en capital. Le remboursement anticipé est possible si la performance du panier est supérieure ou égale à 0% à certaines dates d'évaluation. À l'échéance, le remboursement dépend de la performance finale du panier, avec des scénarios de paiement différents en fonction de la performance du panier. Le produit est classé 5 sur 7 en termes de risque, indiquant un niveau de risque moyen à élevé.","Le produit ATHENA ATLANTIQUE est un titre de créance complexe émis par Natixis Structured Issuance, avec une durée de 10 ans. Il offre des paiements d'intérêt conditionnels en échange du risque de perte en capital. Le remboursement anticipé est possible si la performance du panier est supérieure ou égale à 0% à certaines dates d'évaluation. À l'échéance, le remboursement dépend de la performance finale du panier, avec des scénarios de paiement différents en fonction de la performance du panier. Le produit est classé 5 sur 7 en termes de risque, indiquant un niveau de risque moyen à élevé.",moyenne
FR0014004O83,Agap Mensuel Credit Agricole,Natixis Structured Issuance,2021-07-29,2029-09-24,Oui,1000 EUR,0.0,60%,6,Credit Agricole S.A.,Titre de créance,FR0000045072,0.58%,0%,0%,0.20%,Non,-94.51%,12.92%,13.157%,2024-02-28,"• Fournit des paiements d'intérêt en échange du risque de perte en capital.
• Remboursement anticipé si la Performance du Sous-jacent est supérieure ou égale à 0% à toute Date d’Evaluation de Remboursement Automatique Anticipé.
• Montant de Remboursement à la Date de Maturité dépendant de la Performance Finale du Sous-jacent.","Le produit Agap Mensuel Credit Agricole est un titre de créance émis par Natixis Structured Issuance, avec une échéance en septembre 2029. Il offre des paiements d'intérêt conditionnels en échange du risque de perte en capital. Le remboursement anticipé est possible si la Performance du Sous-jacent est supérieure ou égale à 0% à toute Date d’Evaluation de Remboursement Automatique Anticipé. Le montant de remboursement à la Date de Maturité dépend de la Performance Finale du Sous-jacent. Classé avec un risque élevé (6 sur 7), ce produit ne prévoit pas de protection contre les aléas de marché, ce qui signifie que vous pourriez perdre tout ou partie de votre investissement. Sa complexité est considérée comme élevée en raison de sa structure conditionnelle et de son risque de perte en capital.",complexe
FR001400ET98,AUTOCALL YETI PHOENIX NOTE,Natixis Structured Issuance,2023-01-06,2027-12-23,Oui,,0.0,0.6,5,Credit Agricole SA,Titre de créance,FR0000045072,1.02%,0.0,0.5%,0.00%,Aucune commission liée aux résultats n'existe pour ce produit.,-88.20%,8.80%,7.78%,2024-02-28,"• Type : Titre de créance régi par le droit français.
• Term : Date d'échéance le 23 décembre 2027, avec possibilité de remboursement anticipé.
• Objectifs : Fournir des paiements d'intérêt en échange du risque de perte en capital.
• Dates clés : Date d'émission le 6 janvier 2023, Date de Maturité le 23 décembre 2027.
• Sous-jacent(s) : Credit Agricole SA (ISIN : FR0000045072).
• Performance du Sous-jacent : Calculée par rapport à la Valeur Initiale.
• Barrière : Un événement de barrière se produit si la Valeur de Clôture du Sous-jacent est en dessous de 60% de sa Valeur Initiale à la Date d'Evaluation Finale.","Le produit AUTOCALL YETI PHOENIX NOTE est un titre de créance émis par Natixis Structured Issuance, avec une date d'échéance au 23 décembre 2027. Il vise à fournir des paiements d'intérêt en échange du risque de perte en capital, avec la possibilité de remboursement anticipé si certaines conditions sont remplies. Le sous-jacent est le Credit Agricole SA. Le produit est classé 5 sur 7 en termes de risque, indiquant un niveau de risque moyen à élevé. Les frais ponctuels à l'entrée sont de 1.02% et les frais de sortie anticipée sont de 0.5%. Le rendement attendu varie de -88.20% à 8.80%, avec une espérance maximale de rendement de 7.78%.",moyenne
FR001400GL03,Phoenix Annuel Coupon Garanti - Non Call 8 ans,Natixis,2023-04-11,2031-04-07,Oui,,0.0,0.6,3,EURO iSTOXX 70 Equal Weight Decrement 5% EUR,Indice,CH0321427582,5.59%,0.0,0.5%,0.00%,Non,-61.08%,4.23%,4.23%,2024-02-28,"• Type : Titre de créance régi par le droit français.
• Durée : Échéance le 7 avril 2031.
• Objectifs : Fournir des paiements d'intérêt en échange du risque de perte en capital.
• Sous-jacent : EURO iSTOXX 70 Equal Weight Decrement 5% EUR (ISIN : CH0321427582).
• Remboursement : À la date de maturité, remboursement du montant nominal sauf en cas d'événement de barrière.
• Frais : Frais d'entrée de 5.59%, frais de sortie anticipée de 0.5%.
• Risque : Classé 3 sur 7, indiquant un niveau de risque entre bas et moyen.","Le produit Phoenix Annuel Coupon Garanti - Non Call 8 ans est un titre de créance émis par Natixis, avec une échéance le 7 avril 2031. Il vise à fournir des paiements d'intérêt en échange du risque de perte en capital, avec un taux d'intérêt de 4.9% p.a. Les paiements d'intérêt sont basés sur le montant nominal investi. Le remboursement à la date de maturité dépend de la performance finale du sous-jacent EURO iSTOXX 70 Equal Weight Decrement 5% EUR. Le produit est classé 3 sur 7 en termes de risque, indiquant un niveau de risque entre bas et moyen. Les frais d'entrée s'élèvent à 5.59% et les frais de sortie anticipée à 0.5%. Le produit présente un risque de perte en cas d'événement de barrière, mais offre des paiements d'intérêt en échange de ce risque.",moyenne
FR0013197712,Initiative Juillet 2025,Manufacturer,2016-12-21,2025-07-07,Oui,Non spécifié,0.9,0.1,2,CAC LARGE 60 Equal Weight Excess Return,Indice,FR0012663334,Non spécifié,Non spécifié,Non spécifié,Non spécifié,Non spécifié,-13.93%,30.35%,Non spécifié,2024-02-28,"• Titre de créance avec protection de 90% du Montant Nominal à maturité.
• Remboursement anticipé si la Performance du Sous-jacent est supérieure ou égale à 20% à la Date d'Evaluation de Remboursement Automatique Anticipé.
• Montant de remboursement à la Date de Maturité dépendant de la Performance Moyenne du Sous-jacent.","Le produit Initiative Juillet 2025 est un titre de créance avec une protection de 90% du Montant Nominal à maturité. Il offre la possibilité d'un remboursement anticipé si la Performance du Sous-jacent est supérieure ou égale à 20% à la Date d'Evaluation de Remboursement Automatique Anticipé. Le montant de remboursement à la Date de Maturité dépend de la Performance Moyenne du Sous-jacent. Classé dans une classe de risque de 2 sur 7, ce produit présente un risque faible. Sa complexité est considérée comme moyenne en raison de sa structure conditionnelle et de sa dépendance à la performance du sous-jacent.",moyenne
FR001400ESK2,SERENITE COUPON TAUX 2023,SG Issuer,2023-03-28,2029-03-28,Oui,1000 EUR,1.0,0,1,"CMS 30 ans EUR, CMS 5 ans EUR",Taux de Référence,ICESWAP2,0.4%,0.5%,0.5%,0.1%,Non,-0.5%,2.4%,2.4%,2024-02-28,"• Titre de créance non assorti de sûreté réelle.
• Durée de vie de 6 ans, remboursable par anticipation.
• Versement d'un coupon périodique.
• Remboursement anticipé possible à chaque Date de Rappel.
• Remboursement final de 100% de la Valeur Nominale à la Date de Maturité.","Le produit SERENITE COUPON TAUX 2023 est un titre de créance non assorti de sûreté réelle émis par SG Issuer, avec une durée de vie de 6 ans. Il offre un versement d'un coupon périodique et la possibilité d'un remboursement anticipé à chaque Date de Rappel. À la Date de Maturité, le remboursement final est de 100% de la Valeur Nominale. Ce produit est classé dans la classe de risque la plus basse (1 sur 7) et offre une protection totale du capital à la maturité. Sa complexité est considérée comme très simple en raison de sa structure de remboursement et de son indicateur de risque bas.",très simple
FR0014003VH9,Evolution 2021,SG Issuer,2021-06-18,2033-08-29,Oui,1000 EUR,0.0,50%,7,SOLYS - EURO EVOLUTION,Fonds,LU2010458359,1.33%,0%,0%,0%,Non,-100%,172.8%,23.703%,2024-02-28,"• Devise du produit : EUR
• Place de Cotation : Bourse de Luxembourg
• Valeur Nominale : 1 000 EUR par titre
• Investissement Minimum : 1 000 EUR
• Prix d'Emission : 100% de la Valeur Nominale
• Date de Maturité : 29/08/2033
• Remboursement Minimum : Non, vous pouvez perdre l’intégralité du capital investi
• Barrière du Capital : 50%
• Barrière de Remboursement Anticipé : 100%
• Coupon de Remboursement Anticipé : 1.2%
• Barrière Finale : 80%
• Coupon Final : 172.8%
• Sous-Jacent : SOLYS - EURO EVOLUTION
• Nature du Sous-Jacent : Fonds
• Risque : Classé 7 sur 7
• Remboursement Automatique par Anticipation : À chaque Date d’Observation du Remboursement Anticipé, si le niveau du Sous-Jacent est équivalent ou au-dessus de la Barrière de Remboursement Anticipé, le produit est remboursé par anticipation.
• Remboursement Final : À la Date de Maturité, si le produit n’a pas été remboursé par anticipation, le montant du remboursement final dépend de la performance du Sous-Jacent.
• Scénarios de performance : Scénario de tensions, Scénario défavorable, Scénario intermédiaire, Scénario favorable","Le produit Evolution 2021 est un titre de créance émis par SG Issuer, avec une date de maturité au 29/08/2033. Il est lié au fonds SOLYS - EURO EVOLUTION, géré par Lyxor International Asset Management au Luxembourg. Ce produit présente un niveau de risque élevé, classé 7 sur 7. Il offre la possibilité d'un remboursement anticipé automatique basé sur des conditions prédéfinies, ainsi qu'un remboursement final dépendant de la performance du sous-jacent. Les frais d'entrée s'élèvent à 1.33% de la valeur nominale, et il n'y a pas de frais de sortie anticipée. La performance maximale attendue est de 172.8%, avec une espérance maximale de rendement de 23.703%. Ce produit est complexe en raison de son lien avec un fonds spécifique et de son indicateur de risque élevé.",très complexe
FRSG00013YU1,Phoenix mémoire Bancaire Juillet 2023,SG Issuer,06/07/2023,28/07/2033,Oui,1000 EUR,0.0,50%,6,EURO STOXX BANKS ( PRICE )® INDEX,Indice,EU0009658426,8.8%,0.5%,,9.2%,Non spécifié,-67.2%,6.0%,6.0%,2024-02-28,"• Devise du produit : EUR
• Devise de Règlement : EUR
• Valeur Nominale : 1 000 EUR par titre
• Investissement Minimum : 1 000 EUR
• Prix d'Emission : 100% de la Valeur Nominale
• Date de Maturité : 28/07/2033
• Remboursement Minimum : Non, vous pouvez perdre l’intégralité du capital investi
• Barrière du Capital : 50%
• Barrière de Coupon : 80%
• Coupon : 1.5%
• Barrière de Remboursement Anticipé : 100%
• Sous-Jacent : EURO STOXX BANKS ( PRICE )® INDEX
• Nature : Titre de créance non assorti de sûreté réelle
• Durée : 10 ans 22 jours
• Objectifs : Versement d'un coupon périodique conditionnel, remboursement automatique par anticipation, remboursement final liés à la performance du Sous-Jacent de Référence
• Risque : Classé 6 sur 7
• Remboursement Final : Dépend de la performance du Sous-Jacent de Référence
• Remboursement Anticipé : Dépend de la performance du Sous-Jacent de Référence
• Informations Complémentaires : Le niveau du Sous-Jacent de Référence correspond à sa valeur exprimée en pourcentage de sa Valeur Initiale. Les Coupons sont calculés sur la base de la Valeur Nominale. Certains événements extraordinaires peuvent affecter les caractéristiques du produit ou causer dans certains cas le remboursement anticipé du produit pouvant entraîner une perte sur votre investissement.","Le produit Phoenix mémoire Bancaire Juillet 2023 est un titre de créance non assorti de sûreté réelle émis par SG Issuer, avec une durée de vie de 10 ans 22 jours. Il vise à verser un coupon périodique conditionnel et peut être remboursé automatiquement par anticipation sur la base de conditions prédéfinies. Le remboursement final et le coupon sont liés à la performance du Sous-Jacent de Référence, l'EURO STOXX BANKS ( PRICE )® INDEX. Le produit est classé 6 sur 7 en termes de risque, indiquant un niveau de risque élevé. Il ne prévoit pas de protection contre les aléas de marché, ce qui signifie que l'investisseur pourrait perdre tout ou partie de son investissement. Les frais associés à ce produit comprennent des frais ponctuels à l'entrée et à la sortie, ainsi que des frais récurrents. La performance attendue varie de -67.2% à 6.0%, en fonction des scénarios de performance. La complexité de ce produit est considérée comme élevée en raison de sa durée de vie, de sa dépendance à la performance d'un indice spécifique, et de son indicateur de risque élevé.",complexe
FR001400HOK4,World Megatrends Rendement Juillet 2023,SG Issuer,12/05/2023,08/08/2033,Oui,1000 EUR,0.0,50%,6,iSTOXX Transatlantic Megatrends ESG 60 GR Decrement 50 Price EUR,Indice,IXTMD50,0.5%,0.5%,0.5%,1.0%,Non,-93.7%,14.3%,13.9%,2024-02-28,"• Versement d'un coupon périodique conditionnel.
• Remboursement automatique par anticipation sur la base de conditions prédéfinies.
• Remboursement final lié à la performance du Sous-Jacent de Référence.","Le produit World Megatrends Rendement Juillet 2023 est un titre de créance non assorti de sûreté réelle, émis par SG Issuer, avec une durée de vie de 10 ans 2 mois 27 jours. Il a été conçu pour verser un coupon périodique conditionnel et peut être remboursé automatiquement par anticipation sur la base de conditions prédéfinies. Le remboursement final est lié à la performance du Sous-Jacent de Référence. Ce produit est classé 6 sur 7 sur l'indicateur de risque, indiquant un niveau de risque élevé. Il présente un risque de perte en capital et des frais récurrents de 1.0%. La complexité de ce produit est élevée en raison de sa structure conditionnelle et de son niveau de risque.",complexe
FRSG00012932,Autocall Mensuel Credit Ag Stm Janvier 2022,SG Issuer,2021-12-14,2027-01-25,Oui,1000 EUR,0,50%,6,"Credit Agricole SA, STMicroelectronics NV",Titre de créance non assorti de sûreté réelle,"FR0000045072, NL0000226223",0.97%,0%,0%,0%,Non,-41.37%,6.45%,13.62155 EUR,2024-02-28,"• Rendement basé sur la performance des sous-jacents.
• Remboursement automatique par anticipation si le niveau du sous-jacent de référence est équivalent ou au-dessus de la barrière de remboursement anticipé.
• Remboursement final dépendant du niveau final du sous-jacent de référence.","Le produit Autocall Mensuel Credit Ag Stm Janvier 2022 est un titre de créance non assorti de sûreté réelle émis par SG Issuer, avec une date de remboursement en janvier 2027. Il offre un rendement basé sur la performance des sous-jacents, Credit Agricole SA et STMicroelectronics NV. Le remboursement anticipé est automatique si le niveau du sous-jacent de référence est équivalent ou au-dessus de la barrière de remboursement anticipé. Le remboursement final dépend du niveau final du sous-jacent de référence. Ce produit est classé 6 sur 7 en termes de risque, indiquant un niveau de risque élevé. Il ne prévoit pas de protection contre les pertes en cas de mouvements sur les marchés, et il est possible de subir une perte totale ou partielle du montant investi. La complexité de ce produit est considérée comme élevée en raison de sa structure conditionnelle et de son niveau de risque élevé.",complexe
